39,0
39,0
38,0
37,0
37,0
37,1
37,1
36,1
35,1
35,1
35,2
35,2
34,2
33,2
32,2
32,2
32,2
31,2
30,2
29,2
29,2
29,2
28,2
27,2
27,2
27,3
27,4
27,4
27,4
27,5
27,6
27,7
27,7
27,7
27,8
27,9
27,9
28,9
28,9
28,10
28,11
28,11
29,11
29,11
29,12
29,13
29,13
30,13
30,13
30,14
30,15
30,15
31,15
31,15
31,16
31,17
31,17
32,17
32,17
32,18
32,19
32,19
33,19
33,19
33,20
33,21
33,21
34,21
35,21
35,21
35,21
36,21
37,21
37,21
37,20
37,20
38,20
39,20
39,20
39,19
39,19
0,19
1,19
2,19
3,19
3,19
3,19
4,19
5,19
6,19
7,19
8,19
9,19
9,19
9,19
10,19
11,19
11,19
11,18
11,18
12,18
13,18
13,18
13,17
13,16
13,15
13,14
13,13
13,13
12,13
12,13
12,14
12,14
11,14
10,14
10,14
10,15
10,15
9,15
8,15
8,15
8,16
8,16
7,16
6,16
6,16
6,17
6,17
5,17
4,17
4,17
4,18
4,18
3,18
2,18
2,18
2,19
2,20
2,21
2,21
2,21
2,22
2,23
2,24
2,24
2,24
2,25
2,26
2,26
3,26
3,26
3,27
3,28
3,28
4,28
4,28
4,29
4,30
4,30
5,30
5,30
5,31
5,32
5,32
6,32
6,32
6,33
6,34
6,34
7,34
7,34
7,35
7,36
7,36
8,36
9,36
9,36
9,35
9,34
9,33
9,33
9,33
9,32
9,31
9,30
9,30
8,30
7,30
7,30
7,30
6,30
5,30
5,30
5,31
5,31
4,31
3,31
3,31
3,32
3,32
2,32
1,32
1,32
1,33
1,33
0,33
39,33
39,33
39,34
39,34
38,34
37,34
37,34
37,35
37,35
36,35
35,35
35,35
35,36
35,36
34,36
33,36
33,36
33,37
33,37
32,37
31,37
31,37
31,38
31,38
30,38
29,38
29,38
29,39
29,39
28,39
27,39
27,39
27,0
27,0
26,0
25,0
25,0
25,1
25,1
24,1
23,1
23,1
23,2
23,2
22,2
21,2
21,2
21,3
21,3
20,3
19,3
19,3
19,4
19,5
19,5
20,5
21,5
22,5
22,5
22,4
22,4
23,4
24,4
24,4
24,3
24,3
25,3
26,3
26,3
26,2
26,2
27,2
28,2
28,2
28,1
28,1
29,1
30,1
30,1
30,0
30,0
31,0
32,0
32,0
32,39
32,39
33,39
34,39
34,39
34,38
34,38
35,38
36,38
36,38
36,37
36,37
37,37
38,37
38,37
38,36
38,36
39,36
0,36
0,36
0,35
0,35
1,35
2,35
2,35
2,34
2,34
3,34
4,34
4,34
4,33
4,33
5,33
6,33
6,33
6,32
6,32
7,32
8,32
8,32
8,31
8,31
9,31
10,31
10,31
10,30
10,30
11,30
12,30
12,30
12,29
12,29
13,29
14,29
14,29
14,28
14,28
15,28
16,28
16,28
16,27
16,27
17,27
18,27
18,27
18,26
18,26
19,26
20,26
20,26
20,25
20,25
21,25
22,25
22,25
22,24
22,24
23,24
23,24
23,23
23,22
23,21
23,21
23,21
23,20
23,19
23,19
22,19
22,19
22,18
22,17
22,17
21,17
21,17
21,16
21,15
21,15
20,15
20,15
20,14
20,13
20,13
19,13
19,13
19,12
19,11
19,11
18,11
18,11
18,10
18,9
18,9
17,9
17,9
17,8
17,7
17,7
16,7
16,7
16,6
16,5
16,5
15,5
14,5
14,5
14,5
13,5
12,5
11,5
10,5
9,5
9,5
9,6
9,7
9,7
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,13
10,13
10,13
10,12
10,12
11,12
12,12
12,12
12,11
12,11
13,11
14,11
14,11
14,10
14,10
15,10
16,10
16,10
16,9
16,9
17,9
18,9
18,9
18,8
18,8
19,8
20,8
20,8
20,7
20,6
20,6
20,6
20,5
20,4
20,4
19,4
19,4
19,3
19,2
19,2
18,2
18,2
18,1
18,0
18,0
17,0
17,0
17,39
17,38
17,37
17,37
16,37
15,37
15,37
15,37
14,37
13,37
12,37
12,37
12,37
11,37
10,37
9,37
9,37
9,37
8,37
7,37
7,37
7,38
7,38
6,38
5,38
5,38
5,39
5,39
4,39
3,39
3,39
3,0
3,0
2,0
1,0
1,0
1,1
1,1
0,1
39,1
39,1
39,2
39,3
39,4
39,4
39,4
39,5
39,6
39,6
0,6
0,6
0,7
0,8
0,8
1,8
1,8
1,9
1,10
1,10
2,10
2,10
2,11
2,12
2,12
3,12
3,12
3,13
3,14
3,14
4,14
4,14
4,15
4,16
4,16
5,16
5,16
5,17
5,18
5,18
6,18
6,18
6,19
6,20
6,20
7,20
7,20
7,21
7,22
7,22
8,22
9,22
9,22
9,21
9,20
9,20
8,20
8,20
8,19
8,18
8,18
7,18
7,18
7,17
7,16
7,16
6,16
6,16
6,15
6,14
6,14
5,14
5,14
5,13
5,12
5,12
4,12
4,12
4,11
4,10
4,10
3,10
3,10
3,9
3,8
3,8
2,8
2,8
2,7
2,6
2,6
1,6
1,6
1,5
1,4
1,4
0,4
0,4
0,3
0,2
0,2
39,2
39,2
39,1
39,0
39,0
38,0
38,0
38,39
38,38
38,38
37,38
37,38
37,37
37,36
37,36
36,36
36,36
36,35
36,34
36,34
35,34
35,34
35,33
35,32
35,32
34,32
33,32
33,32
33,33
33,34
33,35
33,35
34,35
34,35
34,36
34,37
34,37
35,37
35,37
35,38
35,39
35,39
36,39
36,39
36,0
36,1
36,1
37,1
37,1
37,2
37,3
37,4
37,4
38,4
38,4
38,3
38,3
39,3
0,3
0,3
0,2
0,2
1,2
2,2
2,2
2,1
2,1
3,1
4,1
4,1
4,0
4,0
5,0
6,0
6,0
6,39
6,39
7,39
8,39
8,39
8,38
8,38
9,38
10,38
10,38
10,37
10,37
11,37
12,37
12,37
12,36
12,36
13,36
14,36
14,36
14,35
14,35
15,35
16,35
16,35
16,34
16,34
17,34
18,34
18,34
18,33
18,33
19,33
20,33
20,33
20,32
20,32
21,32
22,32
22,32
22,31
22,31
23,31
24,31
24,31
24,30
24,29
24,29
23,29
22,29
21,29
21,29
21,29
20,29
19,29
19,29
19,30
19,31
19,32
19,32
19,32
19,33
19,34
19,35
19,35
19,35
19,36
19,37
19,37
20,37
20,37
20,38
20,39
20,39
21,39
21,39
21,0
21,1
21,1
22,1
22,1
22,2
22,3
22,3
23,3
23,3
23,4
23,5
23,5
24,5
24,5
24,6
24,7
24,7
25,7
25,7
25,8
25,9
25,9
26,9
27,9
28,9
28,9
28,8
28,8
29,8
30,8
30,8
30,7
30,7
31,7
32,7
32,7
32,6
32,6
33,6
34,6
34,6
34,5
34,4
34,3
34,3
34,3
34,2
34,1
34,1
33,1
33,1
33,0
33,39
33,39
32,39
32,39
32,38
32,37
32,37
31,37
31,37
31,36
31,35
31,35
30,35
30,35
30,34
30,33
30,33
29,33
29,33
29,32
29,31
29,31
28,31
28,31
28,30
28,29
28,29
27,29
26,29
25,29
25,29
25,29
24,29
23,29
23,29
23,30
23,30
22,30
21,30
21,30
21,31
21,31
20,31
19,31
19,31
19,32
19,32
18,32
17,32
17,32
17,33
17,33
16,33
15,33
15,33
15,34
15,34
14,34
13,34
13,34
13,35
13,35
12,35
11,35
11,35
11,36
11,36
10,36
9,36
9,36
9,37
9,37
8,37
7,37
7,37
7,38
7,38
6,38
